Procedure,Image,Section Name,Section Size,Offset,Calls,Pid,Pid Win,Size
CoGetMalloc,combase.dll,.text,1731668,320f0,1,8072,8072,5856
unnamedImageEntryPoint,combase.dll,.text,1731668,31b20,7,8072,8072,1488
CoTaskMemFree,combase.dll,.text,1731668,31890,92,8072,8072,80
CoTaskMemAlloc,combase.dll,.text,1731668,31810,98,8072,8072,128
SHCreateDirectoryExWWorker,SHELL32.dll,.text,10529240,e4ae0,9,8072,8072,11120
SHGetKnownFolderPath,SHELL32.dll,.text,10529240,e45f0,8,8072,8072,560
SHGetKnownFolderPathWorker,SHELL32.dll,.text,10529240,e4550,8,8072,8072,160
unnamedImageEntryPoint,SHELL32.dll,.text,10529240,1100,7,8072,8072,864
.text,SHELL32.dll,.text,10529240,1000,92,8072,8072,256
EnumerateSecurityPackagesA,SSPICLI.DLL,.text,145728,7410,1,8072,8072,512
AcquireCredentialsHandleA,SSPICLI.DLL,.text,145728,70c0,12,8072,8072,848
InitializeSecurityContextA,SSPICLI.DLL,.text,145728,6b50,9,8072,8072,1392
QueryContextAttributesA,SSPICLI.DLL,.text,145728,4a90,6,8072,8072,1696
FreeCredentialsHandle,SSPICLI.DLL,.text,145728,3140,4,8072,8072,2032
FreeContextBuffer,SSPICLI.DLL,.text,145728,2930,5,8072,8072,1712
LsaFreeReturnBuffer,SSPICLI.DLL,.text,145728,28e0,10,8072,8072,80
GetUserNameExA,SSPICLI.DLL,.text,145728,2410,2,8072,8072,384
UnsealMessage,SSPICLI.DLL,.text,145728,2070,1,8072,8072,464
SealMessage,SSPICLI.DLL,.text,145728,1ea0,2,8072,8072,464
unnamedImageEntryPoint,SSPICLI.DLL,.text,145728,1550,2,8072,8072,2384
GetUserNameExW,SSPICLI.DLL,.text,145728,11f0,4,8072,8072,864
unnamedImageEntryPoint,Secur32.dll,.text,18936,1030,2,8072,8072,192
unnamedImageEntryPoint,MSCTF.dll,.text,1000896,1160,7,8072,8072,672
ImmRegisterClient,IMM32.DLL,.text,147932,1540,2,8072,8072,400
unnamedImageEntryPoint,IMM32.DLL,.text,147932,1040,7,8072,8072,784
.text,IMM32.DLL,.text,147932,1000,9,8072,8072,64
LpkInitialize,GDI32.dll,.text,1200136,12a90,1,8072,8072,656
GdiInitializeLanguagePack,GDI32.dll,.text,1200136,12a30,1,8072,8072,96
GdiProcessSetup,GDI32.dll,.text,1200136,126a0,2,8072,8072,912
unnamedImageEntryPoint,GDI32.dll,.text,1200136,124f0,2,8072,8072,432
GdiDllInitialize,GDI32.dll,.text,1200136,12320,2,8072,8072,464
SetBkMode,GDI32.dll,.text,1200136,3bd0,1,8072,8072,432
ScriptGetProperties,GDI32.dll,.text,1200136,3b40,1,8072,8072,144
CreateBitmap,GDI32.dll,.text,1200136,3a70,1,8072,8072,208
CreateSolidBrush,GDI32.dll,.text,1200136,3a40,1,8072,8072,48
SetTextColor,GDI32.dll,.text,1200136,38f0,1,8072,8072,336
SetBkColor,GDI32.dll,.text,1200136,3820,1,8072,8072,208
CreateCompatibleDC,GDI32.dll,.text,1200136,3780,2,8072,8072,160
SelectObject,GDI32.dll,.text,1200136,35c0,3,8072,8072,448
GetStockObject,GDI32.dll,.text,1200136,20f0,6,8072,8072,224
User32InitializeImmEntryTable,user32.dll,.text,639932,eff0,1,8072,8072,1888
InitializeLpkHooks,user32.dll,.text,639932,e4f0,1,8072,8072,2816
UserClientDllInitialize,user32.dll,.text,639932,dec0,2,8072,8072,1584
GetAppCompatFlags2,user32.dll,.text,639932,daf0,2,8072,8072,80
MBToWCSExt,user32.dll,.text,639932,d920,3,8072,8072,144
ClientThreadSetup,user32.dll,.text,639932,d6f0,1,8072,8072,448
IsImmersiveProcess,user32.dll,.text,639932,b4a0,3,8072,8072,800
UnregisterClassW,user32.dll,.text,639932,5a50,1,8072,8072,560
SystemParametersInfoW,user32.dll,.text,639932,54e0,1,8072,8072,576
CheckDBCSEnabledExt,user32.dll,.text,639932,4ca0,124,8072,8072,32
RegisterWindowMessageW,user32.dll,.text,639932,4b20,10,8072,8072,64
GetSysColor,user32.dll,.text,639932,2750,1,8072,8072,80
Ordinal_2521,user32.dll,.text,639932,1960,1,8072,8072,16
GetThreadDesktop,user32.dll,.text,639932,1250,1,8072,8072,32
GetAsymmetricEncryptionInterface,bcryptPrimitives.dll,.text,361124,1b3d0,2,8072,8072,16016
GetCipherInterface,bcryptPrimitives.dll,.text,361124,15b30,1,8072,8072,22688
GetHashInterface,bcryptPrimitives.dll,.text,361124,48b0,9,8072,8072,33248
GetRngInterface,bcryptPrimitives.dll,.text,361124,4530,1,8072,8072,896
unnamedImageEntryPoint,bcryptPrimitives.dll,.text,361124,2c50,2,8072,8072,6368
ProcessPrng,bcryptPrimitives.dll,.text,361124,13e0,2,8072,8072,6256
.text,bcryptPrimitives.dll,.text,361124,1000,157,8072,8072,992
SystemFunction036,CRYPTBASE.DLL,.text,15056,1050,2,8072,8072,224
unnamedImageEntryPoint,CRYPTBASE.DLL,.text,15056,1010,7,8072,8072,64
_get_initial_narrow_environment,ucrtbase.DLL,.text,718512,a5d60,1,8072,8072,704
_gmtime64,ucrtbase.DLL,.text,718512,a36a0,1,8072,8072,832
_wremove,ucrtbase.DLL,.text,718512,9f8a0,1,8072,8072,48
remove,ucrtbase.DLL,.text,718512,9f600,1,8072,8072,128
__p___argv,ucrtbase.DLL,.text,718512,6e780,1,8072,8072,16
memmove,ucrtbase.DLL,.text,718512,40e70,4,8072,8072,1104
memset,ucrtbase.DLL,.text,718512,40b30,9,8072,8072,448
wcsncpy_s,ucrtbase.DLL,.text,718512,231f0,8,8072,8072,256
wcscpy_s,ucrtbase.DLL,.text,718512,226b0,8,8072,8072,128
wcscat_s,ucrtbase.DLL,.text,718512,22470,228,8072,8072,144
strnlen,ucrtbase.DLL,.text,718512,20f80,1,8072,8072,352
_strnicoll,ucrtbase.DLL,.text,718512,20e50,5,8072,8072,32
_strnicmp,ucrtbase.DLL,.text,718512,20d10,6,8072,8072,96
__strncnt,ucrtbase.DLL,.text,718512,208c0,4,8072,8072,32
strlen,ucrtbase.DLL,.text,718512,201c0,7,8072,8072,688
strcpy_s,ucrtbase.DLL,.text,718512,1fa10,59,8072,8072,288
_unlock_file,ucrtbase.DLL,.text,718512,1f400,8,8072,8072,48
_lock_file,ucrtbase.DLL,.text,718512,1f3e0,8,8072,8072,32
_sopen_s,ucrtbase.DLL,.text,718512,1f130,1,8072,8072,240
_fsopen,ucrtbase.DLL,.text,718512,1eed0,1,8072,8072,576
strftime,ucrtbase.DLL,.text,718512,1d990,1,8072,8072,1568
mbstowcs,ucrtbase.DLL,.text,718512,1c0d0,1,8072,8072,32
_set_app_type,ucrtbase.DLL,.text,718512,1b7c0,1,8072,8072,16
_set_fmode,ucrtbase.DLL,.text,718512,1b6b0,1,8072,8072,80
_set_new_mode,ucrtbase.DLL,.text,718512,1b680,1,8072,8072,48
_configthreadlocale,ucrtbase.DLL,.text,718512,1b610,1,8072,8072,80
_crt_atexit,ucrtbase.DLL,.text,718512,1b080,2,8072,8072,32
_time64,ucrtbase.DLL,.text,718512,1abf0,1,8072,8072,480
getenv,ucrtbase.DLL,.text,718512,1a820,1,8072,8072,240
_get_osfhandle,ucrtbase.DLL,.text,718512,1a740,2,8072,8072,96
_get_stream_buffer_pointers,ucrtbase.DLL,.text,718512,19fd0,5,8072,8072,64
__acrt_iob_func,ucrtbase.DLL,.text,718512,19520,12,8072,8072,32
_unlock_locales,ucrtbase.DLL,.text,718512,193f0,50,8072,8072,32
_configure_narrow_argv,ucrtbase.DLL,.text,718512,182f0,1,8072,8072,16
__p___argc,ucrtbase.DLL,.text,718512,17770,1,8072,8072,16
__p__commode,ucrtbase.DLL,.text,718512,16400,1,8072,8072,16
_free_base,ucrtbase.DLL,.text,718512,e510,228,8072,8072,48
free,ucrtbase.DLL,.text,718512,e4f0,56,8072,8072,32
_msize,ucrtbase.DLL,.text,718512,e360,1,8072,8072,64
_calloc_base,ucrtbase.DLL,.text,718512,e040,98,8072,8072,384
_register_onexit_function,ucrtbase.DLL,.text,718512,d980,49,8072,8072,1248
calloc,ucrtbase.DLL,.text,718512,d920,8,8072,8072,16
___lc_locale_name_func,ucrtbase.DLL,.text,718512,d360,5,8072,8072,624
___lc_codepage_func,ucrtbase.DLL,.text,718512,d140,5,8072,8072,448
___mb_cur_max_func,ucrtbase.DLL,.text,718512,cc80,2,8072,8072,912
_realloc_base,ucrtbase.DLL,.text,718512,cbf0,4,8072,8072,112
_malloc_base,ucrtbase.DLL,.text,718512,c260,80,8072,8072,544
malloc,ucrtbase.DLL,.text,718512,c250,44,8072,8072,16
_wsetlocale,ucrtbase.DLL,.text,718512,b330,12,8072,8072,3872
setlocale,ucrtbase.DLL,.text,718512,b000,12,8072,8072,816
__pctype_func,ucrtbase.DLL,.text,718512,9d30,3,8072,8072,704
_recalloc,ucrtbase.DLL,.text,718512,9060,4,8072,8072,160
unnamedImageEntryPoint,ucrtbase.DLL,.text,718512,8980,7,8072,8072,624
_execute_onexit_table,ucrtbase.DLL,.text,718512,71d0,3,8072,8072,1056
_initialize_onexit_table,ucrtbase.DLL,.text,718512,7180,6,8072,8072,80
_initterm,ucrtbase.DLL,.text,718512,6860,3,8072,8072,384
_initterm_e,ucrtbase.DLL,.text,718512,64f0,3,8072,8072,880
_lock_locales,ucrtbase.DLL,.text,718512,5a20,50,8072,8072,2768
exit,ucrtbase.DLL,.text,718512,5790,1,8072,8072,432
_fileno,ucrtbase.DLL,.text,718512,5560,10,8072,8072,560
_isatty,ucrtbase.DLL,.text,718512,5510,9,8072,8072,80
_fclose_nolock,ucrtbase.DLL,.text,718512,4540,1,8072,8072,208
fclose,ucrtbase.DLL,.text,718512,44e0,1,8072,8072,96
_close,ucrtbase.DLL,.text,718512,4460,1,8072,8072,128
_read,ucrtbase.DLL,.text,718512,4150,1,8072,8072,784
_fread_nolock_s,ucrtbase.DLL,.text,718512,3ef0,8,8072,8072,608
fread_s,ucrtbase.DLL,.text,718512,3e50,8,8072,8072,160
fread,ucrtbase.DLL,.text,718512,3e20,8,8072,8072,48
_initialize_narrow_environment,ucrtbase.DLL,.text,718512,3bf0,1,8072,8072,16
unnamedImageEntryPoint,profapi.dll,.text,46168,14d0,2,8072,8072,1360
Ordinal_104,profapi.dll,.text,46168,1030,16,8072,8072,1184
.text,profapi.dll,.text,46168,1000,20,8072,8072,48
NotifyServiceStatusChange,sechost.dll,.text,301064,9810,1,8072,8072,5664
WaitServiceState,sechost.dll,.text,301064,5660,1,8072,8072,384
I_ScQueryServiceConfig,sechost.dll,.text,301064,55d0,2,8072,8072,144
QueryServiceConfigW,sechost.dll,.text,301064,52f0,1,8072,8072,736
QueryServiceStatusEx,sechost.dll,.text,301064,5280,1,8072,8072,112
OpenServiceW,sechost.dll,.text,301064,4f00,2,8072,8072,896
I_ScRpcBindW,sechost.dll,.text,301064,4ea0,2,8072,8072,96
OpenSCManagerW,sechost.dll,.text,301064,4e00,2,8072,8072,160
CloseServiceHandle,sechost.dll,.text,301064,4980,4,8072,8072,352
QueryServiceStatus,sechost.dll,.text,301064,3e10,1,8072,8072,2928
LsaLookupGetDomainInfo,sechost.dll,.text,301064,3cb0,2,8072,8072,352
ConvertStringSecurityDescriptorToSecurityDescriptorW,sechost.dll,.text,301064,2a70,1,8072,8072,3440
ConvertStringSidToSidW,sechost.dll,.text,301064,27c0,1,8072,8072,688
LsaLookupClose,sechost.dll,.text,301064,1650,1,8072,8072,80
LsaLookupOpenLocalPolicy,sechost.dll,.text,301064,15e0,1,8072,8072,112
ConvertSidToStringSidW,sechost.dll,.text,301064,13f0,9,8072,8072,496
unnamedImageEntryPoint,sechost.dll,.text,301064,1030,2,8072,8072,928
unnamedImageEntryPoint,USERENV.dll,.text,84256,13b0,2,8072,8072,2480
.text,USERENV.dll,.text,84256,1000,2,8072,8072,48
Ordinal_169,iertutil.dll,.text,2647920,487a0,1,8072,8072,1584
Ordinal_124,iertutil.dll,.text,2647920,46740,1,8072,8072,5056
Ordinal_123,iertutil.dll,.text,2647920,46130,1,8072,8072,1552
Ordinal_54,iertutil.dll,.text,2647920,46000,1,8072,8072,304
Ordinal_139,iertutil.dll,.text,2647920,44f60,2,8072,8072,4256
Ordinal_470,iertutil.dll,.text,2647920,44eb0,4,8072,8072,176
IUriBuilderInternalCreateDomain,iertutil.dll,.text,2647920,1d030,1,8072,8072,800
GetPortFromUrlScheme,iertutil.dll,.text,2647920,1cce0,2,8072,8072,848
Ordinal_702,iertutil.dll,.text,2647920,1bdd0,1,8072,8072,272
Ordinal_703,iertutil.dll,.text,2647920,1bbe0,1,8072,8072,496
Ordinal_173,iertutil.dll,.text,2647920,1bb40,6,8072,8072,160
Ordinal_42,iertutil.dll,.text,2647920,e5d0,2,8072,8072,1248
Ordinal_44,iertutil.dll,.text,2647920,e590,2,8072,8072,64
Ordinal_56,iertutil.dll,.text,2647920,e510,1,8072,8072,128
Ordinal_650,iertutil.dll,.text,2647920,d6c0,11,8072,8072,3664
Ordinal_32,iertutil.dll,.text,2647920,c7b0,1,8072,8072,304
Ordinal_70,iertutil.dll,.text,2647920,c660,2,8072,8072,336
Ordinal_701,iertutil.dll,.text,2647920,3cf0,28,8072,8072,35184
CreateUriPriv,iertutil.dll,.text,2647920,3440,2,8072,8072,1904
CreateUri,iertutil.dll,.text,2647920,3400,2,8072,8072,64
CreateStringHashN,iertutil.dll,.text,2647920,2dc0,14,8072,8072,1600
GetIUriPriv,iertutil.dll,.text,2647920,2ad0,13,8072,8072,752
Ordinal_134,iertutil.dll,.text,2647920,2810,1,8072,8072,704
Ordinal_166,iertutil.dll,.text,2647920,25b0,2,8072,8072,608
Ordinal_172,iertutil.dll,.text,2647920,1e70,12,8072,8072,1856
Ordinal_64,iertutil.dll,.text,2647920,1970,2,8072,8072,176
Ordinal_61,iertutil.dll,.text,2647920,1780,1,8072,8072,496
Ordinal_526,iertutil.dll,.text,2647920,1690,1,8072,8072,240
Ordinal_68,iertutil.dll,.text,2647920,1540,2,8072,8072,128
Ordinal_791,iertutil.dll,.text,2647920,1370,11,8072,8072,464
unnamedImageEntryPoint,iertutil.dll,.text,2647920,10a0,7,8072,8072,672
Ndr64AsyncClientCall,RPCRT4.dll,.ndr64,37202,118650,15,8072,8072,10768
NdrClientCall3,RPCRT4.dll,.ndr64,37202,114120,53,8072,8072,12688
NdrClientCall2,RPCRT4.dll,.orpc,10249,10fc00,13,8072,8072,1504
NdrpClientCall2,RPCRT4.dll,.orpc,10249,10f940,13,8072,8072,704
RpcAsyncCompleteCall,RPCRT4.dll,.orpc,10249,10f0b0,9,8072,8072,2192
RpcAsyncInitializeHandle,RPCRT4.dll,.orpc,10249,10f010,31,8072,8072,160
MesEncodeDynBufferHandleCreate,RPCRT4.dll,.text,1104348,5b2a0,1,8072,8072,1632
MesBufferHandleReset,RPCRT4.dll,.text,1104348,5b120,1,8072,8072,384
RpcStringBindingParseW,RPCRT4.dll,.text,1104348,4ebd0,1,8072,8072,1488
RpcBindingSetAuthInfoW,RPCRT4.dll,.text,1104348,4cd10,1,8072,8072,3936
RpcBindingToStringBindingW,RPCRT4.dll,.text,1104348,4c610,1,8072,8072,1792
RpcSsGetContextBinding,RPCRT4.dll,.text,1104348,4a910,1,8072,8072,176
RpcBindingFromStringBindingA,RPCRT4.dll,.text,1104348,499c0,1,8072,8072,3920
RpcStringBindingComposeA,RPCRT4.dll,.text,1104348,49740,1,8072,8072,640
RpcEpResolveBinding,RPCRT4.dll,.text,1104348,49550,1,8072,8072,496
RpcStringFreeA,RPCRT4.dll,.text,1104348,383a0,1,8072,8072,2192
NdrConformantStringMemorySize,RPCRT4.dll,.text,1104348,37a60,5,8072,8072,2368
NdrByteCountPointerUnmarshall,RPCRT4.dll,.text,1104348,37920,1,8072,8072,320
RpcAsyncGetCallStatus,RPCRT4.dll,.text,1104348,35fd0,2,8072,8072,5968
NdrNonEncapsulatedUnionUnmarshall,RPCRT4.dll,.text,1104348,34e80,2,8072,8072,528
NdrNonEncapsulatedUnionMarshall,RPCRT4.dll,.text,1104348,347c0,1,8072,8072,704
NdrNonEncapsulatedUnionBufferSize,RPCRT4.dll,.text,1104348,34690,2,8072,8072,304
NdrCorrelationFree,RPCRT4.dll,.text,1104348,311c0,3,8072,8072,1872
I_RpcReceive,RPCRT4.dll,.text,1104348,30690,9,8072,8072,2864
I_RpcParseSecurity,RPCRT4.dll,.text,1104348,2d9e0,1,8072,8072,2864
RpcBindingSetOption,RPCRT4.dll,.text,1104348,2d850,4,8072,8072,400
RpcBindingSetAuthInfoExW,RPCRT4.dll,.text,1104348,2d5c0,6,8072,8072,656
RpcStringBindingComposeW,RPCRT4.dll,.text,1104348,2ca20,7,8072,8072,2976
RpcBindingFromStringBindingW,RPCRT4.dll,.text,1104348,2c450,8,8072,8072,1488
RpcStringFreeW,RPCRT4.dll,.text,1104348,2bc40,9,8072,8072,224
RpcBindingCreateW,RPCRT4.dll,.text,1104348,2a520,9,8072,8072,5920
RpcBindingBind,RPCRT4.dll,.text,1104348,29ab0,8,8072,8072,2672
RpcBindingUnbind,RPCRT4.dll,.text,1104348,29580,3,8072,8072,1328
I_RpcInitNdrImports,RPCRT4.dll,.text,1104348,25200,1,8072,8072,6816
NdrConformantStructUnmarshall,RPCRT4.dll,.text,1104348,237c0,2,8072,8072,544
NdrConformantStructBufferSize,RPCRT4.dll,.text,1104348,23720,1,8072,8072,160
NdrConformantStructMarshall,RPCRT4.dll,.text,1104348,23610,1,8072,8072,272
MesHandleFree,RPCRT4.dll,.text,1104348,231d0,1,8072,8072,928
NdrSimpleTypeUnmarshall,RPCRT4.dll,.text,1104348,22230,2,8072,8072,96
I_RpcBindingCopy,RPCRT4.dll,.text,1104348,221b0,5,8072,8072,128
NdrConformantStringMarshall,RPCRT4.dll,.text,1104348,21dd0,5,8072,8072,624
NdrConformantStringBufferSize,RPCRT4.dll,.text,1104348,21ce0,5,8072,8072,240
NdrConformantStringUnmarshall,RPCRT4.dll,.text,1104348,21a00,5,8072,8072,736
NdrPointerBufferSize,RPCRT4.dll,.text,1104348,208d0,7,8072,8072,384
NdrPointerMarshall,RPCRT4.dll,.text,1104348,207a0,7,8072,8072,304
NdrPointerUnmarshall,RPCRT4.dll,.text,1104348,205d0,2,8072,8072,464
NdrComplexStructMarshall,RPCRT4.dll,.text,1104348,1ee70,4,8072,8072,4336
NdrComplexStructBufferSize,RPCRT4.dll,.text,1104348,1ecb0,8,8072,8072,448
NdrComplexStructUnmarshall,RPCRT4.dll,.text,1104348,1e1e0,2,8072,8072,2768
NdrComplexStructMemorySize,RPCRT4.dll,.text,1104348,1dfe0,4,8072,8072,512
NdrSimpleStructBufferSize,RPCRT4.dll,.text,1104348,1dc60,2,8072,8072,896
NdrSimpleStructMarshall,RPCRT4.dll,.text,1104348,1dbb0,1,8072,8072,176
NdrSimpleStructUnmarshall,RPCRT4.dll,.text,1104348,1dac0,1,8072,8072,240
RpcBindingCopy,RPCRT4.dll,.text,1104348,1bc70,7,8072,8072,7760
I_RpcNegotiateTransferSyntax,RPCRT4.dll,.text,1104348,19f20,15,8072,8072,208
I_RpcFreeBuffer,RPCRT4.dll,.text,1104348,19360,9,8072,8072,528
TowerConstruct,RPCRT4.dll,.text,1104348,17780,3,8072,8072,6960
TowerExplode,RPCRT4.dll,.text,1104348,16da0,5,8072,8072,880
NdrFullPointerXlatInit,RPCRT4.dll,.text,1104348,16c10,3,8072,8072,400
RpcAsyncRegisterInfo,RPCRT4.dll,.text,1104348,122d0,17,8072,8072,18336
NdrComplexArrayUnmarshall,RPCRT4.dll,.text,1104348,fa30,1,8072,8072,1232
NdrpMemoryIncrement,RPCRT4.dll,.text,1104348,ead0,3,8072,8072,1216
NdrSendReceive,RPCRT4.dll,.text,1104348,e9e0,13,8072,8072,240
NdrClientInitialize,RPCRT4.dll,.text,1104348,e900,13,8072,8072,224
NdrRangeUnmarshall,RPCRT4.dll,.text,1104348,e310,2,8072,8072,1088
NdrGetBuffer,RPCRT4.dll,.text,1104348,e270,13,8072,8072,160
NdrConformantArrayUnmarshall,RPCRT4.dll,.text,1104348,bb90,1,8072,8072,208
I_RpcAllocate,RPCRT4.dll,.text,1104348,b430,14,8072,8072,1888
NdrFreeBuffer,RPCRT4.dll,.text,1104348,6450,9,8072,8072,2064
I_RpcAsyncSetHandle,RPCRT4.dll,.text,1104348,6330,17,8072,8072,288
I_RpcSend,RPCRT4.dll,.text,1104348,6260,15,8072,8072,208
NdrServerCallAll,RPCRT4.dll,.text,1104348,5a70,1,8072,8072,1424
RpcBindingFree,RPCRT4.dll,.text,1104348,5420,17,8072,8072,1616
NDRCContextMarshall,RPCRT4.dll,.text,1104348,5110,63,8072,8072,784
NDRCContextBinding,RPCRT4.dll,.text,1104348,4010,52,8072,8072,3712
I_RpcSendReceive,RPCRT4.dll,.text,1104348,3ed0,13,8072,8072,320
I_RpcGetBufferWithObject,RPCRT4.dll,.text,1104348,3bd0,28,8072,8072,672
I_RpcBCacheAllocate,RPCRT4.dll,.text,1104348,25c0,17,8072,8072,5648
NdrServerInitializeMarshall,RPCRT4.dll,.text,1104348,1e00,132,8072,8072,1984
unnamedImageEntryPoint,RPCRT4.dll,.text,1104348,10d0,7,8072,8072,704
_ltoa,msvcrt.dll,.text,593252,f8e0,100,8072,8072,112
_cexit,msvcrt.dll,.text,593252,f780,1,8072,8072,32
_fcloseall,msvcrt.dll,.text,593252,f710,1,8072,8072,112
atol,msvcrt.dll,.text,593252,f510,32,8072,8072,256
strcat_s,msvcrt.dll,.text,593252,f190,1,8072,8072,112
_wcslwr,msvcrt.dll,.text,593252,ed30,1,8072,8072,112
strpbrk,msvcrt.dll,.text,593252,eb40,6,8072,8072,256
strcpy_s,msvcrt.dll,.text,593252,ea70,60,8072,8072,208
__dllonexit,msvcrt.dll,.text,593252,e960,265,8072,8072,128
_msize,msvcrt.dll,.text,593252,e910,266,8072,8072,80
atexit,msvcrt.dll,.text,593252,87b0,1,8072,8072,1760
??0exception@@QEAA@AEBV0@@Z,msvcrt.dll,.text,593252,8730,1,8072,8072,128
_setmbcp,msvcrt.dll,.text,593252,7ee0,1,8072,8072,2128
__crtLCMapStringA,msvcrt.dll,.text,593252,75f0,2,8072,8072,2288
??0exception@@QEAA@AEBQEBDH@Z,msvcrt.dll,.text,593252,7540,1,8072,8072,144
_onexit,msvcrt.dll,.text,593252,7250,1,8072,8072,752
_rmtmp,msvcrt.dll,.text,593252,6fe0,1,8072,8072,464
_flushall,msvcrt.dll,.text,593252,6c40,1,8072,8072,928
vswprintf_s,msvcrt.dll,.text,593252,6800,1,8072,8072,1088
_woutput_s,msvcrt.dll,.text,593252,64f0,1,8072,8072,784
isspace,msvcrt.dll,.text,593252,61d0,9,8072,8072,80
iswalnum,msvcrt.dll,.text,593252,6030,452,8072,8072,32
isalpha,msvcrt.dll,.text,593252,5f70,7,8072,8072,192
wcscat_s,msvcrt.dll,.text,593252,55a0,1,8072,8072,128
wcscpy_s,msvcrt.dll,.text,593252,5530,1,8072,8072,112
swprintf_s,msvcrt.dll,.text,593252,5300,1,8072,8072,176
mbtowc,msvcrt.dll,.text,593252,52b0,29,8072,8072,80
isdigit,msvcrt.dll,.text,593252,5150,19,8072,8072,320
_vsnprintf_l,msvcrt.dll,.text,593252,50b0,3,8072,8072,160
vsnprintf,msvcrt.dll,.text,593252,5090,3,8072,8072,32
bsearch,msvcrt.dll,.text,593252,4f90,41,8072,8072,256
_CrtSetDbgBlockType,msvcrt.dll,.text,593252,4f50,3,8072,8072,64
__AdjustPointer,msvcrt.dll,.text,593252,4f30,1,8072,8072,32
??1exception@@UEAA@XZ,msvcrt.dll,.text,593252,4ea0,2,8072,8072,144
_initterm,msvcrt.dll,.text,593252,4e40,27,8072,8072,96
wcsrchr,msvcrt.dll,.text,593252,4be0,1,8072,8072,80
iswctype,msvcrt.dll,.text,593252,4b60,452,8072,8072,80
realloc,msvcrt.dll,.text,593252,49c0,4,8072,8072,128
wcschr,msvcrt.dll,.text,593252,4950,4,8072,8072,64
_wcsnicmp,msvcrt.dll,.text,593252,48c0,27,8072,8072,144
_mbtowc_l,msvcrt.dll,.text,593252,43d0,1442,8072,8072,912
_errno,msvcrt.dll,.text,593252,43a0,32,8072,8072,48
_vsnwprintf_l,msvcrt.dll,.text,593252,42e0,293,8072,8072,192
_vsnwprintf,msvcrt.dll,.text,593252,42c0,293,8072,8072,32
_isleadbyte_l,msvcrt.dll,.text,593252,3790,6,8072,8072,608
_CrtSetReportMode,msvcrt.dll,.text,593252,31f0,5,8072,8072,1440
wcscmp,msvcrt.dll,.text,593252,2ef0,12,8072,8072,112
unnamedImageEntryPoint,msvcrt.dll,.text,593252,2790,7,8072,8072,880
memcpy_s,msvcrt.dll,.text,593252,2140,57,8072,8072,112
_wcsicmp,msvcrt.dll,.text,593252,20c0,11,8072,8072,128
_unlock,msvcrt.dll,.text,593252,1e90,557,8072,8072,480
_lock,msvcrt.dll,.text,593252,1e50,557,8072,8072,64
??2@YAPEAX_KHPEBDH@Z,msvcrt.dll,.text,593252,1e40,1,8072,8072,16
??2@YAPEAX_K@Z,msvcrt.dll,.text,593252,1e00,2,8072,8072,64
wcsncmp,msvcrt.dll,.text,593252,1da0,3,8072,8072,64
malloc,msvcrt.dll,.text,593252,1d20,336,8072,8072,128
??_V@YAXPEAX@Z,msvcrt.dll,.text,593252,1d10,2,8072,8072,16
_free_dbg,msvcrt.dll,.text,593252,1d00,3,8072,8072,16
free,msvcrt.dll,.text,593252,1ce0,341,8072,8072,32
memset,msvcrt.dll,.text,593252,1ab0,949,8072,8072,208
memcpy,msvcrt.dll,.text,593252,16d0,4198,8072,8072,640
strcmp,msvcrt.dll,.text,593252,1110,283,8072,8072,176
memcmp,msvcrt.dll,.text,593252,1040,683,8072,8072,208
unnamedImageEntryPoint,VERSION.dll,.text,12772,10c0,7,8072,8072,672
unnamedImageEntryPoint,dbghelp.dll,.text,1376261,399a0,7,8072,8072,200000
unnamedImageEntryPoint,ADVAPI32.dll,.text,594848,1010,7,8072,8072,416
memset,VCRUNTIME140.dll,.text,49951,c730,24,8072,8072,1408
memcpy,VCRUNTIME140.dll,.text,49951,c2c0,45,8072,8072,1136
unnamedImageEntryPoint,VCRUNTIME140.dll,.text,49951,bdc0,7,8072,8072,96
__vcrt_InitializeCriticalSectionEx,VCRUNTIME140.dll,.text,49951,4ab0,1,8072,8072,80
__std_type_info_destroy_list,VCRUNTIME140.dll,.text,49951,41f0,2,8072,8072,48
unnamedImageEntryPoint,MSVCP140.dll,.text,327532,4c270,7,8072,8072,19708
__crtInitializeCriticalSectionEx,MSVCP140.dll,.text,327532,4b650,8,8072,8072,80
?_Ipfx@?$basic_istream@DU?$char_traits@D@std@@@std@@QEAA_N_N@Z,MSVCP140.dll,.text,327532,45db0,8,8072,8072,592
?read@?$basic_istream@DU?$char_traits@D@std@@@std@@QEAAAEAV12@PEAD_J@Z,MSVCP140.dll,.text,327532,44c10,8,8072,8072,368
?getloc@?$basic_streambuf@_WU?$char_traits@_W@std@@@std@@QEBA?AVlocale@2@XZ,MSVCP140.dll,.text,327532,39140,1,8072,8072,64
??1_Lockit@std@@QEAA@XZ,MSVCP140.dll,.text,327532,347c0,50,8072,8072,64
??0_Lockit@std@@QEAA@H@Z,MSVCP140.dll,.text,327532,34780,1,8072,8072,64
??1_Init_locks@std@@QEAA@XZ,MSVCP140.dll,.text,327532,34670,15,8072,8072,80
??0_Init_locks@std@@QEAA@XZ,MSVCP140.dll,.text,327532,34610,15,8072,8072,96
