Current process id = 4372
create process: getpid(): 4372, getCurrentProcessId(): 4372
In Child: PID: 5624 getpid(): 4372
Current process id = 5624
fork: getpid(): 5624, getCurrentProcessId(): 5624
In Child: PID: 4364 getpid(): 5624
Current process id = 4364
In Child: PID: 3832 getpid(): 5624
Current process id = 3832
test2: getpid(): 4364, getCurrentProcessId(): 4364
test: getpid(): 3832, getCurrentProcessId(): 3832
Hello World!
Procedure,Image,Section Name,Section Size,Offset,Calls,Pid,Size
RtlpMuiRegLoadRegistryInfo,ntdll.dll,.text,1222784,4fc20,1,4372,240
RtlGetFullPathName_UstrEx,ntdll.dll,.text,1222784,4f3e0,1,4372,1840
RtlReleaseRelativeName,ntdll.dll,.text,1222784,4f3a0,1,4372,64
RtlDosSearchPath_Ustr,ntdll.dll,.text,1222784,4eca0,1,4372,1792
RtlUpcaseUnicodeChar,ntdll.dll,.text,1222784,4dd00,4,4372,96
RtlGetParentLocaleName,ntdll.dll,.text,1222784,4d5e0,5,4372,1824
RtlpCreateProcessRegistryInfo,ntdll.dll,.text,1222784,4c5d0,1,4372,4112
RtlGetThreadPreferredUILanguages,ntdll.dll,.text,1222784,4bc00,1,4372,2512
RtlAppendUnicodeStringToString,ntdll.dll,.text,1222784,48650,4,4372,384
LdrGetDllHandleEx,ntdll.dll,.text,1222784,47040,1,4372,5648
LdrGetDllHandle,ntdll.dll,.text,1222784,47010,1,4372,48
RtlReleasePath,ntdll.dll,.text,1222784,46550,1,4372,320
RtlpLoadUserUIByPolicy,ntdll.dll,.text,1222784,45a30,2,4372,2848
RtlOpenCurrentUser,ntdll.dll,.text,1222784,44f90,6,4372,224
RtlFormatCurrentUserKeyPath,ntdll.dll,.text,1222784,448f0,9,4372,320
RtlLengthSidAsUnicodeString,ntdll.dll,.text,1222784,44890,9,4372,96
RtlValidSid,ntdll.dll,.text,1222784,43ab0,18,4372,64
RtlConvertSidToUnicodeString,ntdll.dll,.text,1222784,403b0,9,4372,7568
RtlpGetSystemDefaultUILanguage,ntdll.dll,.text,1222784,400b0,2,4372,192
LdrpResGetResourceDirectory,ntdll.dll,.text,1222784,3fc70,2,4372,1088
RtlCopyUnicodeString,ntdll.dll,.text,1222784,3e9c0,10,4372,1200
RtlLcidToLocaleName,ntdll.dll,.text,1222784,3d6a0,8,4372,2064
RtlInitUnicodeString,ntdll.dll,.text,1222784,3d4f0,78,4372,432
RtlCultureNameToLCID,ntdll.dll,.text,1222784,3d1b0,27,4372,832
RtlLCIDToCultureName,ntdll.dll,.text,1222784,3cd00,11,4372,1200
RtlLocaleNameToLcid,ntdll.dll,.text,1222784,3b880,15,4372,5248
RtlRbInsertNodeEx,ntdll.dll,.text,1222784,3acf0,3,4372,1408
RtlCompareUnicodeStrings,ntdll.dll,.text,1222784,38e80,358,4372,1104
RtlImageNtHeaderEx,ntdll.dll,.text,1222784,384e0,159,4372,1888
RtlImageDirectoryEntryToData,ntdll.dll,.text,1222784,37ad0,12,4372,2576
RtlImageNtHeader,ntdll.dll,.text,1222784,376d0,6,4372,1024
RtlReleaseSRWLockShared,ntdll.dll,.text,1222784,375f0,103,4372,224
RtlLeaveCriticalSection,ntdll.dll,.text,1222784,372a0,216,4372,848
RtlEnterCriticalSection,ntdll.dll,.text,1222784,37040,215,4372,608
RtlQueryEnvironmentVariable,ntdll.dll,.text,1222784,36c40,7,4372,1024
RtlAcquireSRWLockShared,ntdll.dll,.text,1222784,36ac0,103,4372,384
RtlUnlockHeap,ntdll.dll,.text,1222784,36570,1,4372,1360
RtlLockHeap,ntdll.dll,.text,1222784,364e0,1,4372,144
LdrGetProcedureAddressForCaller,ntdll.dll,.text,1222784,35ff0,2,4372,1264
LdrResolveDelayLoadedAPI,ntdll.dll,.text,1222784,359c0,86,4372,1584
RtlAcquireSRWLockExclusive,ntdll.dll,.text,1222784,35530,73,4372,1168
RtlFreeUnicodeString,ntdll.dll,.text,1222784,32030,67,4372,13568
RtlDeleteBoundaryDescriptor,ntdll.dll,.text,1222784,32010,61,4372,32
RtlFreeHeap,ntdll.dll,.text,1222784,30060,155,4372,8112
RtlAllocateHeap,ntdll.dll,.text,1222784,2b620,224,4372,19008
RtlMultiByteToUnicodeN,ntdll.dll,.text,1222784,2b310,93,4372,784
RtlAnsiStringToUnicodeString,ntdll.dll,.text,1222784,2b170,93,4372,288
RtlReAllocateHeap,ntdll.dll,.text,1222784,29a50,1,4372,5920
RtlEqualUnicodeString,ntdll.dll,.text,1222784,265d0,33,4372,13440
RtlDosPathNameToNtPathName_U_WithStatus,ntdll.dll,.text,1222784,25e30,1,4372,1952
RtlInitUnicodeStringEx,ntdll.dll,.text,1222784,25db0,30,4372,80
RtlReleaseSRWLockExclusive,ntdll.dll,.text,1222784,25d70,73,4372,64
RtlAppendUnicodeToString,ntdll.dll,.text,1222784,25b00,12,4372,624
RtlHashUnicodeString,ntdll.dll,.text,1222784,25310,6,4372,1408
RtlFindActivationContextSectionString,ntdll.dll,.text,1222784,24ac0,5,4372,2128
RtlDosApplyFileIsolationRedirection_Ustr,ntdll.dll,.text,1222784,242d0,5,4372,2032
RtlAddRefActivationContext,ntdll.dll,.text,1222784,23870,1,4372,1264
RtlQueryInformationActivationContext,ntdll.dll,.text,1222784,231d0,2,4372,1696
RtlFindCharInUnicodeString,ntdll.dll,.text,1222784,22c00,2,4372,624
RtlInitAnsiString,ntdll.dll,.text,1222784,217e0,132,4372,320
RtlPcToFileHeader,ntdll.dll,.text,1222784,20fd0,1,4372,432
RtlCreateHeap,ntdll.dll,.text,1222784,1f860,1,4372,2976
RtlActivateActivationContextUnsafeFast,ntdll.dll,.text,1222784,1dbe0,6,4372,400
RtlDeactivateActivationContextUnsafeFast,ntdll.dll,.text,1222784,1da90,6,4372,336
LdrShutdownProcess,ntdll.dll,.text,1222784,1cfc0,1,4372,1600
RtlInitializeCriticalSectionEx,ntdll.dll,.text,1222784,1c780,19,4372,592
RtlRunOnceComplete,ntdll.dll,.text,1222784,1ba20,3,4372,2368
RtlRunOnceBeginInitialize,ntdll.dll,.text,1222784,1b940,3,4372,224
RtlRunOnceExecuteOnce,ntdll.dll,.text,1222784,1b860,3,4372,224
EtwNotificationRegister,ntdll.dll,.text,1222784,1b350,1,4372,576
EtwEventRegister,ntdll.dll,.text,1222784,1b300,1,4372,80
RtlQueryResourcePolicy,ntdll.dll,.text,1222784,1b150,2,4372,208
RtlProcessFlsData,ntdll.dll,.text,1222784,19ed0,1,4372,400
TpSetWaitEx,ntdll.dll,.text,1222784,19930,1,4372,1264
TpAllocWait,ntdll.dll,.text,1222784,19770,1,4372,432
RtlExitUserProcess,ntdll.dll,.text,1222784,19680,1,4372,176
RtlReportSilentProcessExit,ntdll.dll,.text,1222784,19510,1,4372,368
RtlSetBits,ntdll.dll,.text,1222784,16f90,2,4372,176
RtlFindClearBitsAndSet,ntdll.dll,.text,1222784,16d70,2,4372,544
RtlFlsAlloc,ntdll.dll,.text,1222784,16b70,1,4372,512
RtlAllocateHandle,ntdll.dll,.text,1222784,16030,14,4372,608
RtlIsValidHandle,ntdll.dll,.text,1222784,15f70,14,4372,192
RtlIsValidIndexHandle,ntdll.dll,.text,1222784,15f30,14,4372,64
RtlGetIntegerAtom,ntdll.dll,.text,1222784,15e90,28,4372,160
RtlLookupAtomInAtomTable,ntdll.dll,.text,1222784,15c20,14,4372,624
RtlAddAtomToAtomTable,ntdll.dll,.text,1222784,15a10,14,4372,528
RtlInitializeHandleTable,ntdll.dll,.text,1222784,159b0,1,4372,96
RtlCreateAtomTable,ntdll.dll,.text,1222784,158d0,1,4372,224
GetAtomNameA,KERNEL32.DLL,.text,1142624,d7f50,14,4372,48
AddAtomA,KERNEL32.DLL,.text,1142624,b3890,14,4372,32
CreateSemaphoreA,KERNEL32.DLL,.text,1142624,c4a0,5,4372,48
CreateSemaphoreExA,KERNEL32.DLL,.text,1142624,c420,5,4372,128
UTUnRegister,KERNEL32.DLL,.text,1142624,8ed0,1,4372,1312
BasepCheckBadapp,KERNEL32.DLL,.text,1142624,6d80,1,4372,3504
BasepQueryAppCompat,KERNEL32.DLL,.text,1142624,6bc0,1,4372,448
BaseCheckAppcompatCacheExWorker,KERNEL32.DLL,.text,1142624,65d0,1,4372,1520
BasepGetAppCompatData,KERNEL32.DLL,.text,1142624,5d90,1,4372,2112
BaseElevationPostProcessing,KERNEL32.DLL,.text,1142624,5d00,1,4372,144
BasepConstructSxsCreateProcessMessage,KERNEL32.DLL,.text,1142624,5930,1,4372,976
BaseCheckElevation,KERNEL32.DLL,.text,1142624,56f0,1,4372,576
BasepCheckWebBladeHashes,KERNEL32.DLL,.text,1142624,56a0,1,4372,80
BasepIsProcessAllowed,KERNEL32.DLL,.text,1142624,5630,1,4372,112
BasepCheckWinSaferRestrictions,KERNEL32.DLL,.text,1142624,5580,1,4372,176
BasepReleaseSxsCreateProcessUtilityStruct,KERNEL32.DLL,.text,1142624,5530,1,4372,80
CheckElevationEnabled,KERNEL32.DLL,.text,1142624,5470,1,4372,192
BasepFreeAppCompatData,KERNEL32.DLL,.text,1142624,5430,2,4372,64
BaseIsAppcompatInfrastructureDisabledWorker,KERNEL32.DLL,.text,1142624,53e0,2,4372,80
FatalExit,KERNEL32.DLL,.text,1142624,5160,1,4372,16
CreateProcessA,KERNEL32.DLL,.text,1142624,4ab0,1,4372,96
SetUnhandledExceptionFilter,KERNEL32.DLL,.text,1142624,47d0,1,4372,144
GetStartupInfoW,KERNEL32.DLL,.text,1142624,4770,1,4372,32
TermsrvGetWindowsDirectoryW,KERNEL32.DLL,.text,1142624,4730,2,4372,64
FindAtomA,KERNEL32.DLL,.text,1142624,41f0,14,4372,96
CreateMutexA,KERNEL32.DLL,.text,1142624,2b60,14,4372,16
DuplicateHandle,KERNEL32.DLL,.text,1142624,2ab0,1,4372,16
GetCurrentProcess,KERNEL32.DLL,.text,1142624,1f80,2,4372,1648
CreateEventA,KERNEL32.DLL,.text,1142624,18d0,1,4372,32
TlsAlloc,KERNEL32.DLL,.text,1142624,1750,1,4372,16
MultiByteToWideChar,KERNEL32.DLL,.text,1142624,1540,256,4372,16
WideCharToMultiByte,KERNEL32.DLL,.text,1142624,1530,128,4372,16
BaseSetLastNTError,KERNEL32.DLL,.text,1142624,1460,14,4372,32
BaseThreadInitThunk,KERNEL32.DLL,.text,1142624,13b0,2,4372,96
GetThreadPriority,KERNEL32.DLL,.text,1142624,1390,1,4372,32
ReleaseSemaphore,KERNEL32.DLL,.text,1142624,1340,4,4372,16
GetSystemTimeAsFileTime,KERNEL32.DLL,.text,1142624,1330,1,4372,16
CloseHandle,KERNEL32.DLL,.text,1142624,1270,20,4372,32
GetCurrentProcessId,KERNEL32.DLL,.text,1142624,1250,3,4372,16
QueryPerformanceCounter,KERNEL32.DLL,.text,1142624,11e0,1,4372,16
GetCurrentThread,KERNEL32.DLL,.text,1142624,11b0,1,4372,16
TlsSetValue,KERNEL32.DLL,.text,1142624,1180,1,4372,16
TlsGetValue,KERNEL32.DLL,.text,1142624,10a0,6,4372,208
GetCurrentThreadId,KERNEL32.DLL,.text,1142624,1080,109,4372,32
GetTickCount,KERNEL32.DLL,.text,1142624,1040,1,4372,32
WaitForSingleObject,KERNEL32.DLL,.text,1142624,1030,23,4372,16
ReleaseMutex,KERNEL32.DLL,.text,1142624,1020,14,4372,16
CreateProcessA,KERNELBASE.dll,.text,987184,637f0,1,4372,128
CreateProcessInternalA,KERNELBASE.dll,.text,987184,63680,1,4372,368
SetHandleCount,KERNELBASE.dll,.text,987184,20500,1,4372,7056
SetUnhandledExceptionFilter,KERNELBASE.dll,.text,987184,1ff20,1,4372,640
IsProcessInJob,KERNELBASE.dll,.text,987184,1f750,1,4372,192
CreateProcessInternalW,KERNELBASE.dll,.text,987184,1ef70,1,4372,2016
FlsAlloc,KERNELBASE.dll,.text,987184,1c150,1,4372,432
GetStartupInfoW,KERNELBASE.dll,.text,987184,1c090,1,4372,192
BaseCheckAppcompatCacheEx,KERNELBASE.dll,.text,987184,1bfb0,1,4372,144
GetTempPathW,KERNELBASE.dll,.text,987184,1be50,1,4372,352
SearchPathW,KERNELBASE.dll,.text,987184,18b10,1,4372,400
CreateMutexExA,KERNELBASE.dll,.text,987184,16f30,14,4372,128
CreateMutexA,KERNELBASE.dll,.text,987184,16f00,14,4372,48
HeapSetInformation,KERNELBASE.dll,.text,987184,b340,2,4372,48
GetCommandLineW,KERNELBASE.dll,.text,987184,b330,1,4372,16
HeapCreate,KERNELBASE.dll,.text,987184,b2a0,1,4372,144
TlsAlloc,KERNELBASE.dll,.text,987184,b220,1,4372,128
GetStringTypeW,KERNELBASE.dll,.text,987184,a9c0,1,4372,320
GetEnvironmentStringsW,KERNELBASE.dll,.text,987184,a900,1,4372,192
FreeEnvironmentStringsA,KERNELBASE.dll,.text,987184,a8d0,1,4372,48
IsValidCodePage,KERNELBASE.dll,.text,987184,a860,1,4372,112
GetCPInfo,KERNELBASE.dll,.text,987184,a770,2,4372,240
OpenRegKey,KERNELBASE.dll,.text,987184,a4b0,1,4372,704
GetCommandLineA,KERNELBASE.dll,.text,987184,99f0,1,4372,16
InitializeCriticalSectionEx,KERNELBASE.dll,.text,987184,99a0,17,4372,80
GetWindowsDirectoryW,KERNELBASE.dll,.text,987184,98f0,1,4372,80
GetSystemWindowsDirectoryW,KERNELBASE.dll,.text,987184,9890,1,4372,96
CreateSemaphoreExW,KERNELBASE.dll,.text,987184,9300,5,4372,256
GetFileAttributesW,KERNELBASE.dll,.text,987184,8e90,1,4372,256
GetCurrentPackageId,KERNELBASE.dll,.text,987184,8ce0,2,4372,96
BasepAdjustObjectAttributesForPrivateNamespace,KERNELBASE.dll,.text,987184,88c0,14,4372,240
LCMapStringW,KERNELBASE.dll,.text,987184,7650,4,4372,1168
LCMapStringEx,KERNELBASE.dll,.text,987184,7090,4,4372,1472
CreateMutexExW,KERNELBASE.dll,.text,987184,6e30,14,4372,160
GetVersionExW,KERNELBASE.dll,.text,987184,6110,2,4372,160
VirtualQuery,KERNELBASE.dll,.text,987184,5f20,1,4372,80
_amsg_exit,KERNELBASE.dll,.text,987184,5e00,16,4372,16
GetFileType,KERNELBASE.dll,.text,987184,5c90,3,4372,224
GetStdHandle,KERNELBASE.dll,.text,987184,5b70,3,4372,288
WideCharToMultiByte,KERNELBASE.dll,.text,987184,5230,132,4372,384
MultiByteToWideChar,KERNELBASE.dll,.text,987184,4e80,262,4372,912
GetModuleHandleExW,KERNELBASE.dll,.text,987184,4310,1,4372,304
DuplicateHandle,KERNELBASE.dll,.text,987184,2d30,1,4372,224
GetModuleHandleW,KERNELBASE.dll,.text,987184,29d0,3,4372,80
GetModuleFileNameA,KERNELBASE.dll,.text,987184,25d0,1,4372,272
GetModuleFileNameW,KERNELBASE.dll,.text,987184,2500,1,4372,208
GetThreadPriority,KERNELBASE.dll,.text,987184,2330,1,4372,80
ReleaseSemaphore,KERNELBASE.dll,.text,987184,22b0,4,4372,48
FlushInstructionCache,KERNELBASE.dll,.text,987184,22a0,2,4372,16
GetACP,KERNELBASE.dll,.text,987184,2290,1,4372,16
BaseFormatObjectAttributes,KERNELBASE.dll,.text,987184,2010,21,4372,192
WriteFile,KERNELBASE.dll,.text,987184,1c50,1,4372,208
CreateEventA,KERNELBASE.dll,.text,987184,1b70,1,4372,224
KernelBaseGetGlobalData,KERNELBASE.dll,.text,987184,1740,15,4372,16
FlsSetValue,KERNELBASE.dll,.text,987184,16e0,1,4372,96
TlsSetValue,KERNELBASE.dll,.text,987184,1690,1,4372,80
GetSystemTimeAsFileTime,KERNELBASE.dll,.text,987184,1630,2,4372,96
FlsGetValue,KERNELBASE.dll,.text,987184,1500,467,4372,80
CloseHandle,KERNELBASE.dll,.text,987184,14c0,20,4372,64
GetLastError,KERNELBASE.dll,.text,987184,1470,467,4372,48
GetTickCount,KERNELBASE.dll,.text,987184,12e0,1,4372,32
WaitForSingleObjectEx,KERNELBASE.dll,.text,987184,1080,23,4372,224
WaitForSingleObject,KERNELBASE.dll,.text,987184,1070,23,4372,16
ReleaseMutex,KERNELBASE.dll,.text,987184,1010,14,4372,48
unnamedImageEntryPoint,createProcess.exe,.text,461368,1500,1,4372,200000
